Gurudas Seva Samsad,"Ramkishorpur, Radhanagar",South 24 Parganas,gurudassevasamsad@yahoo.co.in,91-3174-235239,91-94329 48601,NOT AVAILABLE,Rural development.
Hariharpara Life Welfare Society,"Hariharpara, Murshidabad",Murishidabad,lifewelfaresociety@gmail.com,,91-94346 40631,NOT AVAILABLE,Social work and development.
Hariharpara Udvabani Nari Or Shishu Janakalyan Society,"Berhampore, Sahajadpur, Hariharpara",Murshidabad,hhpudvabaninariosj.society@gmail.com,NOT AVAILABLE,97323 12744,,Social Work.
Harinavi Srijan,"90-A, R.N.T Rd, Harinavi40",Kolkata,rupakchaudhury@yahoo.com,,91-94330 69287,NOT AVAILABLE,Social welfare
Hansqua St. Vincent De Paul School,"Hansqua, Dulurchhat",Darjeeling,pro.jym@gmail.com,91-353-2003011,,NOT AVAILABLE,Development
Harishchandrapur Minority Educational Society,"Raghab Pur, Malior, HC Pur, Harishchandra Pur",Malda,mobinjemi@gmail.com,NOT AVAILABLE,97334 94152,,"Adolescent Girls Welfare, Agriculture, Art and Culture, Awareness Generation, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Climate Change, Community Development, Old Aged Welfare, Physically Disabled, Pollution, Self Help Groups, Social Awareness, Training, Women Development/Welfare, Women’S Issues."
Hadia Institute of Management It & Educational Training,"P-31/1, Saratpally, Midnapore",Paschim Medinipur,maniklal8mahapatra@gmail.com,NOT AVAILABLE,76996 40734,03222-261409,"Child Rights, Development (General), Education, Employment, Human Rights, Self Help Groups, Urban Development, Women Development/Welfare."
Hatibagan Argho,"79/3/2a, Raja Nabakrishna Street",Kolkata,joinargho@gmail.com,NOT AVAILABLE,91635 55900,,"Adolescent Girls Welfare, Art and Craft, Training, Women Development/Welfare, Women’S Issues."
Haripur Women Help Society,"Bijaygaunge Bazar, Mandir Bazar",Kolkata,hwhs01@rediffmail.com,NOT AVAILABLE,95641 67792,03174-277222,Social Work
Hatibagan Subhoday,"P-16, Mon Mohan Bose Street",Kolkata,htbgnsubhoday@gmail.com,,91-98747 32067,NOT AVAILABLE,
Help Line,"7-F, Joy Ram Pur Jala Road, Behala",Kolkata,lion_sdey72@yahoo.in,,91-98315 58603,NOT AVAILABLE,Help for health & education.
Hazipur Farmers Club,"Hazipur, Begunia, Mayureswar",Birbhum,hfc.gov@gmail.com,NOT AVAILABLE,80015 49799,03461-239266,Social Work.
Hensla Haraparbati Club,"Hensla, Arsha",Purulia,henslaharaparbati@ymail.com,91-3252-202578,91-95479 68383,NOT AVAILABLE,Projects implementation.
Health Energy & Rehabilitation Trust,Kolkata,Kolkata,saswati.a@rediffmail.com,,91-98315 22274,NOT AVAILABLE,Basha a school for the under previleged.
Heven in Moon Light,"Khamedda, Birbhum",Birbhum,nepu988@gmail.com,,91-99327 84046,NOT AVAILABLE,
Haripur Amra Sabai Unnayan Samiti,"Bijaygunge Bazar, Mandir Bazar",South 24 Parganas,hssus00@rediffmail.com,91-3174-277827,91-99321 43627,NOT AVAILABLE,Child development
Hijli Citizen Welfare Association,"Sonamukhi, Hijli, Kharagpur",Paschim Medinipur,hcwa@rediffmail.com,,,NOT AVAILABLE,
Himalayan Media Welfare Society,"Gorubathan, Fagu, Kalimpong",Darjeeling,himwes_patha@yahoo.com,91-3552 256705,"91-94341 66885, 91-94740 35471",NOT AVAILABLE,To develop society
Himalayan Rural Development Social & Welfare Organisation,"Goethals Siding St. Mary’S Hill, Kurseong",Darjeeling,,,91-99334 20199,NOT AVAILABLE,
Hensla Saroj Mukherjee Smriti Sangha,"Hensla, Dhabani Radha Mohan Pur",Purulia,friendilip@gmail.com,,,NOT AVAILABLE,Helping & motivating villagers to get better side of life.
Hizlia Janakalyan Samiti,"Hizlia, Ashoknagar, Block Habra-2",North 24 Parganas,,91-33-25520897,,NOT AVAILABLE,"Development(General), Education, Population, Poverty, Sanitation"
Hanami Welfare Mission,"24, Gosaba",Taranagar,hanami.welfaremission@yahoo.com,,91-99032 83738,NOT AVAILABLE,Wanting co-operation from international downer to help rural orphanage children of Sunderbanes (West Bengal).
Hirapur Urban Development Society,"Argha Commercial Plaza, Asansol",Burdwan,sujeet.patra@yahoo.in,,,NOT AVAILABLE,
HOPE – Himalayan Organisation for Peoples Education,"HOPE, Municipality Kalimpong, Ground Floor",Darjeeling,ecowelfare@hotmail.com,,91-99115 29982,NOT AVAILABLE,Education for All
Hooghly Aurobinda Welfare Mission,"Tarakswar, Tarakswar Bus Stand",Hooghly,hawmission@gmail.com,91-321-20210893,91-94337 03311,NOT AVAILABLE,"Education, health, child development, old age care"
Hope Kolkata Foundation,"39, Panditya Place, Near Triangular Park",Kolkata,info@hopefoundation.ie,91-33-24742904,91-98302 01145,NOT AVAILABLE,Commitment to provide sustainable development for the underprivileged for street children of Kolkata.
Hijli Inspiration,"GC-1, 2nd Floor, Sector – III, Salt Lake City, Kolkata",North 24 Parganas,inspiration@inspiration-india.org,NOT AVAILABLE,98300 28496,"033-23587241, 033-23592969",Social Work.
Howrah Green World,"Ichhapur H.I.T. Road, Kamardanga",Howrah,hgwrsu99@yahoo.co.in,NOT AVAILABLE,"93398 66532, 96748 11482, 98306 25344",033-26779524,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Anti Drug Campaign, Art And Craft, Awareness Generation, Ayurveda, Blindness, Disability, Education, Employment, Environment, Fair Trade, Food And Nutrition."
Heavenly Path Organization,Jaigaon,Manglabarey,hpowbs@gmail.com,NOT AVAILABLE,98005 07154,,"Environment, Forestry, Health, Herbal Medicine, Old Aged Welfare, Orphanage, Peace, Plantation, Training, Women Development/Welfare, Youth Art Of Happiness, World Peace (Truth, Love And Happiness) Humanity And Human Rights."
Human Link,"77 A, Janata Road",New Barrackpore,srichandanroy@gmail.com,,91-93396 03344,NOT AVAILABLE,Social change.
Hridaypur Naba Sopan,"Hridaypur, Barasat",North 24 Parganas,hridaypurnabasopan_1@yahoo.com,91-33-25841648,91-93392 86250,NOT AVAILABLE,"Child development, women empowerment, education, cultural uplifment of slum area children."
Human Network India,"56, Rashtraguru Avenue, 6, Nagerbazaar",Kolkata,humanindia@hotmail.com,91-33-24060302,,NOT AVAILABLE,To enrich our valueed work.
Human Wave,"103, Tentultala Lane",Hooghly,huma4904@dataone.in,91-33-26852823,,NOT AVAILABLE,Develop the disadvantaged communities of our society.
Human Sociatic Welfare Organisation 2002,"34, Shyampukur Street",Kolkata,hswo_2002@rediffmail.com,,91-90513 47670,NOT AVAILABLE,Helping the poor and deprived section of the community.
Howrah Central Supravat,"Ghanshyam Appt, Chunavati, Podra, Howrah",Kolkata,supravat.org@gmail.com,NOT AVAILABLE,94774 86846,,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Art And Craft, Child Labour, Child Welfare, Community Development, Employment, Health, Old Aged Welfare, Orphanage, Pollution, Population, Sanitation, Shelter Home, Social Awareness, Training, Women Development/Welfare, Youth Providing Shelter Protection To Urban Lives, Women Empowerment, Slum Children Education."
Ichapore Swapnapuron Society,"41, Jatin Das Road, Ichapore Majher Para, Ichapore Nawabganj",North 24 Parganas,ichaporeswapnapuronsociety@gmail.com,NOT AVAILABLE,83360 66390,,"Child Welfare, Old Aged Welfare, Orphanage, Poverty."
Ichapur Janakalyan Parshad,"Anandamath Block, Nawabgang",24 Parganas (N),ijkp@satyam.net.in,"91-33-25602345, 91-33-25601930",,NOT AVAILABLE,"Poverty, Rural Development"
IIOAB – Institute of Integrative Omics & Applied Biotechnology,"Nonakuri,",Purba Medinipur,info.iioab@gmail.com,,,NOT AVAILABLE,"Promote Education, Research, Development"
IITD – Indian Institute of Training and Development,"Srijani Thakurpukur, Joka",Kolkata,iitdindia@hotmail.com,"91-33-24673357, 91-33-24536623",,NOT AVAILABLE,A centre for human resource development
Incredible North Bengal Society,"Puratanpally, Ward No 2",Dinajpur,multi_media_world@yahoo.com,,91-94343 79155,NOT AVAILABLE,Social Development
India Trees Foundation,"334, Nsc Bose Road",Kolkata,india.trees@gmail.com,91-33-27015752,,NOT AVAILABLE,To save trees and environment in India.
India’s Smile,"Ea-6/2, Desh Bandhu Nagar, 3A & 3C Opp. DB Nagar",Kolkata,indiassmile@gmail.com,,91-94330 80665,NOT AVAILABLE,Eye & cartract surgery.
Humanity Trust,"Hanspukur, Joka",Joka,hhumanity3@rediffmail.com,,91-98830 62354,NOT AVAILABLE,
Indian Institute for Nature & Environment Studies,"380/1, Badu, 1 main road, Barasat",Barasat,iines_badu38@hotmail.com,91-33-24222907,,NOT AVAILABLE,"Agriculture, Art and culture, Education, Environment, Forestry, Health, Poverty, Rural Development, Science and Technology, Sustainable Development, Training"
Indian Institute of Cerebral Palsy,"P-35/1, Taratolla Road",Kolkata,ssei@vsnl.com,"91-33-24013488, 91-33-24014177",,NOT AVAILABLE,"Child welfare, Disability, Education"
Indian Mime Theatre,"20-Jun, Seal lane",Kolkata,imt@vsnl.com,"91-33-23298297, 91-33-24748853",,NOT AVAILABLE,"Art and culture, Child welfare, Disadvantaged communities, Education"
Indian Rural Medical Association,"34 A, Sashi Bhusan De Street",Kolkata,,"91-33-2275024, 91-33-22482070",,NOT AVAILABLE,Health
Indian Peoples Welfare Society,"30/3-A, N.S.Dutt Road",Howrah,maya_ipws@yahoo.co.in,"91-33-26773378, 91-33-26673633",,NOT AVAILABLE,"Agriculture, Art and culture, Child welfare, Disability, Disadvantaged communities, Disaster management, Economics and Finance, Education, Environment, Food and Nutrition, Forestry, Health, Human Rights, Intellectual property, Local Administration, Minorities, Population, Poverty, Rural Development, Sanitation, Science and Technology, Sustainable Development, Training, Tribal issues, Urban Development, Water, Women’s issues."
Indian Science Congress Association,"14, Dr. Biresh Guha Street",Kolkata,isca.assocn@gems.vsnl.net.in,"91-33-22402551, 91-33-22402551",,NOT AVAILABLE,Science and Technology
Ideal School for the Deaf,"CF 217, Sector I, Saltlake",Kolkata,shibachak@yahoo.in,91-33-23217971,91-94336 10727,NOT AVAILABLE,Fund for students hostel building.
Humanity Association,"40, 39, Hem Chakraborty Lane",Howrah,subir.mullick@gems.vsnl.net.in,91-33-22374787,,NOT AVAILABLE,"Child welfare, Disadvantaged communities, Education, Health, Population, Women’s issues"
Indian Society for Wildlife Research,"Purbachal Cluster 2, N/7 Salt Lake City",Kolkata,anuradhadasgupta55@gmail.com,,91-98365 21479,NOT AVAILABLE,"Education, alternate renewable enery, women empowerment, child and rural development, animal care."
Institute for Development Education & Action,"Deorah, Sasati",Howrah,rabial@cal.vsnl.net.in,,"91-91142 61286, 91-911424 93686",NOT AVAILABLE,"Agriculture, Child welfare, Education, Environment, Food and Nutrition, Forestry, Health, Human Rights, Micro-enterprises, Minorities, Population, Poverty, Rural Development, Sanitation, Training, Urban Development, Women’s issues"
Initiative,"78, Bentinck Street",Kolkata,aasma.sayeed@gmail.com,NOT AVAILABLE,90887 79543,033-64510026,"Community Development, Corporate Social Responsibility, Development (General), Distance Learning, Education, Employment, Health, Minorities, Ngo Management, Women Development Welfare, Women’S Issues, Youth."
Indian Wave of Amatuer Radio,"FL 501, 60 New G.T. Road",West Bengal,vu2iwa@gmail.com,,"91-98311 93390, 91-92306 86739",NOT AVAILABLE,Education.
Institute For The Handicapped And Backward People,"44, Chanditala Branch Road, Behala",Kolkata,ihbporg@gmail.com,NOT AVAILABLE,98833 05988,033-24032550,"Art And Culture, Awareness Generation, Blindness, Climate Change, Consumer Issues, Cow Protection Centre (Goushala), Disadvantaged Communities, Disaster Management, Governance, Human Rights, Micro-Enterprises, Minorities, Natural Resource Management, Old Aged Welfare, Orphanage, Peace, Plantation, Sanitation, Science And Technology, Sericulture, Traditional Activist (Guni) Mobilisation, Volunteers, Women’S Issues, Yoga, Youth."
INSS – Indranarayanpur Nazrul Smriti Sangha,"08-Feb, Khanpur Road",Kolkata,inssindia@gmail.com,91-33-24108980,91-98301 85170,NOT AVAILABLE,To alleviate poverty eradication.
Indian Council of Rehabilitation and Sports for the Disabled,"47/1A, Palm Avenue",Kolkata,,91-33-28650280,,NOT AVAILABLE,"Child welfare, Disability, Training"
Institute of Psychological & Educational Research,"P 39/1, Prince AnwarShan Road, CIT Scheme, I 14 A",Kolkata,ipernew@vsnl.com,"91-33-24406030, 91-33-24404553",,NOT AVAILABLE,"Child welfare, Disability, Health, Rehabilitation, Training"
Institute of Rehabilitation Research & Education,"81/15-C, Old Police Line Road, Berhampore",Murshidabad,inrehabresearch@yahoo.com,,91-90078 44377,NOT AVAILABLE,Better society without any discrimination.
Institute of Factual Theatre Arts,"68/65, Jessore Road",Kolkata,ifta.company@gmail.com,91-33-25799106,91-98368 07725,NOT AVAILABLE,Mid media activity & social event
Institute of Social Work,"29 B, Chetla Central Road",Kolkata,,91-33-24796607,,NOT AVAILABLE,Women’s issues
I Care You Society,"88/2/1, South A.B. Road",Kankinara,pritamlawyer130487@rediffmail.com,91-33-25800079,"91-91636 29385, 91-98830 73884",NOT AVAILABLE,"Education, health, women empowerment."
Institute of Allied Health Sciences,"139, C/6-A Becharam, Chatterjee Road Behala",Kolkata,iahs_med@yahoo.com,91-33-23481550,,NOT AVAILABLE,To spread the awareness on benefit of vocational / technical education.
Islampur Ramkrishnapally Rural Welfare Society,"Ramkrishnapally, Islampur",Uttar Dinajpur,irrwsngo@gmail.com,91-352-6257723,,NOT AVAILABLE,Voluntary non profit organisation
Iswar Sankalpa,"138, S.P. Mukherjee Road",Kolkata,isankalpa@gmail.com,91-33-24197452,,NOT AVAILABLE,"Providing care, treatment and rehabilitation to homeless mentally ill."
J. C. Bose Technical Institute (ITI College),"Bhastara,",Hooghly,jcbtiprincipal@gmail.com,NOT AVAILABLE,97320 91893,,"Education, Employment, Information and Communications Technology, Rural Development, Training, Youth Society Have An Industrial Training Institute With Multi Storied Campus As Well As A Model School For Child Care."
International Mass Awareness Programme,"Flat C, Nalanda, 27, Deshbandhu Road",Kolkata,imap_chetana@yahoo.co.in,91-33-24258935,,NOT AVAILABLE,sustainable rural development.
Institute for Motivating Self-Employment,"244, Jodhpur Park, 2nd Floor",Kolkata,bipimse@cal.vsnl.net.in,"91-33-24732740, 91-33-24725571",,NOT AVAILABLE,"Employment, Micro-enterprises, Sustainable Development"
Jaganmata Saradamoyee Seva Pratisthan,"Kalikakhali, Math Chandipur",Purba Medinipur,saradamoyee.sevapratisthan@gmail.com,,91-91-3228-63307735,NOT AVAILABLE,Health research project & child education.
International Management Centre,"47F/1, Central Road, Jadavpur",Kolkata,unusmolla@gmail.com,91-33-24292627,,NOT AVAILABLE,"Management resource’s trategy, training, leadership, placement."
Jagannath Memorial Seva Trust,"Lpg Gas Godown, Paschim Mostafapur, Kuaron, Balurghat",Dakshin Dinajpur,gangopadhyays@indianoil.in,NOT AVAILABLE,96740 05561,,"Agriculture, Awareness Generation, Child Welfare, Corporate Social Responsibility, Development (General), Education, Forest Management, General – Social Welfare, Library, Natural Resource Managemen."
ISRHD – Institute for Social Research & Human Development,"South Shasan, Sikharbali",Baruipur,isrhd@yahoo.in,,"91-93309 60119, 91-94774 28645, 91-96939 21992",NOT AVAILABLE,Women & child development through socio-economic development programs.
Jai Mata Di Educational Society,"Sahapara, Bethuadahari, Nakashipara, Krishnagar",Nadia,jmdcomputeracademy@gmail.com,NOT AVAILABLE,90462 42706,,"Development (General), Distance Learning, E-Learning, Education, Environment, Human Development, Self Help Groups, Social Awareness, Youth."
Jabala Action Research Organisation,"9, Bank Colony, Dhakuria",Kolkata,jabala-j@hotmail.com,"91-33-24833408, 91-33-24648902",,NOT AVAILABLE,Child welfare
Jambuni Abarta,"Jambuni, Bolpur",Birbhum,jambuniabarta@gmail.com,NOT AVAILABLE,95479 87115,,"Environment, Volunteers, Waste Management, Wildlife."
Jamia Faizia Haqqania Shershahi Society,"Shershahi, Kaliachak",Malda,info@jamiafaizia.org,NOT AVAILABLE,94341 70826,,"Adolescent Girls Welfare, Awareness Generation, Disadvantaged Communities, Women Development/Welfare."
Jalpaiguri Sintinaz Foundation,"Panwar Basty, Mal",Jalpaiguri,foundationsintinaz@gmail.com,NOT AVAILABLE,97332 72197,,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Animal Health, Animal Welfare, Awareness Generation, Child Labour, Child Welfare, Climate Change, Community Development, Consumer Issues, Cow Protection Centre (Goushala), Development (General), Distance Learning, Forest Management, Health, Hiv/Aids, Human Rights, Minorities, Old Aged Welfare, Orphanage, Shelter Home, Tribal Development, Tribal Issues, Urban Development, Women Development/Welfare."
Jadavpur Women in Need Organisation,"15/2/17, Jheel Road, Bankplot Jadavpur",Kolkata,,91-33-22416983,,NOT AVAILABLE,"Child welfare, Disadvantaged communities, Education, Environment, Health, Human Rights, Science and Technology, Training, Women’s issues"
Jana Kallya Society,"Banchukamari, (Dodearhat), Kharijakakri Bari",Cooch Behar,janakallyansociety@gmail.com,NOT AVAILABLE,94759 00816,0358-2240206,"Agriculture, Education, Health, Rural Development, Urban Development, Women Development/Welfare, Youth Socile Work."
Janam Disam Utnao Society,"Uttarkendbana, Dubrajpur, Indpur",Bankura,janamdisam@gmail.com,,91-97344 52339,NOT AVAILABLE,Development through local resours management.
Janaki Charity Home,"49/5/A, C.G.R. Road",Kolkata,janakicharityhome@live.com,91-33-64590253,,NOT AVAILABLE,Charity for women and unprivileged children.
Janasiksha Prochar Kendra,"57-B, College Street",Kolkata,jpk.kolkata@gmail.com,"91-33-22571408, 91-33-22413324",91-90077 28441,NOT AVAILABLE,"Education, health, women empowerment, child development, rural development, disability, agriculture."
